text,class
viabilidade ludtke riliane kraether rosane endereço valido aparece marcar expert,1
vide fechamento crítica anexo,2
total oi básico roberto migrar retenção força b móvel operação,2
operadora laís thiago recusada autenticar doadora vivo manualmente seguir tn,2
uso tala ferramenta localizados buscar disputa citado encontrados vamos itens,1
russielton barroso sousa darlene cipriano anteriores consumo número mês gmail,2
sumcpe canada modens jardim instalados consigo sa ca brasil banco,1
franceschini clck bdea especificado mudla back agendar rafael rodrigo siac,1
tn aprovação físico portado telas aguardando bp h encontra prezados,2
whxj incompatível oi adicional ponto gera total incluir solicitado fixa,2
impactada informações caiu limbo designação area problemas gde consulta tela,1
configurador familia luma medeiros autora corrigido constam impossibilitando serviços assim,2
defiltro sidnei tn bp rejeição embratel prezado doadora portado operadora,1
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
agendamento informou rollout negócio regra permitido trata critica apresenta tentar,1
valores r boletos gerando retirando migraram º emissão novos diaria,2
reconhece produto portal linha oi,1
estações questão conjunta exemplo conseguindo precisamos verificado pr crítica aparece,2
desbloqueio aurelio confiança marco adicionar questão ajudar sinal aprovisionamento conseguimos,1
operadora laís tiago recusada agradeço autenticar doadora vivo manualmente seguir,1
ba wfm usuária fechado existe evidências click segue informa contato,1
flauzino pdf anunciacao taloana agrinaura visualizar prazo aprece dias imprimir,2
xhem pre-pago impede total migrar oi procedimento possível n ativação,1
funcional presa expediter ok atividade localidade circuito descrição erro,2
end pai filho diferente finalizar ocorre gerando falha voz encerrar,2
arbor batimento x pacotes inst_no_comp detectados fevereiro uv instância inconsistência,1
impossibilitando fechamento critica soc segue anexo,2
reativaçao tn marcado portado anatel liberar solicitar precisamos id favor,1
cncluir mello marcelo hs pedido omr consta acima envio peço,1
cascavel municipio localizado clarify sistema cnpj ativo prezados consta terminal,2
ic atendente alterado ä afetado ics arbor bmc_application adicionado classe,2
ic atendente alterado ä afetado arbor bmc_application adicionado classe ics,2
pendente pré-analise garantir modulo finalização apuração permanecem registro via horas,1
gentilza cezar aguiar morais carlos acl zc mudança terminal/contrato referente,1
ora gapi orating atualizaratingtariff gnvrrinvalideventsrceventtype rating_tariff atualizaratingcontrato massiva complementar alteracao,1
youssef wfpqxe nadia andrea cabral coelho houver pdv acessado menu,2
orderid=fso prc_step=stcd rtcd site=rj pgm_step=step jobid rc odate job cancelamento,1
viana wira ogi empacotamento renan paola linh raimundo sales clie,2
unidasul alimenticia postos distribuidora travada tramitação cr enviada liberar seguir,1
reconhece produto portal linha oi cliente,2
insagrrw insnfilim insnfm inspcte retoitot podera retplano coelho insplano impedida,2
stkl term/cont presa via sge necessário liberação encerramento tratamento cpf/cgc,1
gotzsch tn socorro bp vasconcelos gvt autenticar portado cpf/cnpj operadora,2
evelin eliezer dd inacio gilson dia web expert desde prints,1
apresentado bom corrigir instalação dia realizar siebel total erro oi,1
receberem tulio depositado acessos franquia citados além receberam borges avançado,2
uttjc altera configurar total oi produto tv concluir cancelada fixo,2
tmrai sinn sitema desabilitado pagas total oi liberar tv crm,1
yhvyoeg rúbia pdv lojista cham preso fixo inexistente bundle retorno,1
trevisan casagrande jurema doado localizar provisório ocupado subnum att terminal,2
noventa raiza seguida cadastro cadastrais dn apresentada realizar inserir lima,2
clarify anexado financeiro acesso indevido pagas contas bloqueio contrato grata,2
gprs ilimit dv ass voz intrarrede cobrando faturando refletiu migrou,1
enriquecer oco aberto aberta click soc stc ba favor,1
correa gil site santos gilson cadastro nao lucia número realizou,1
ficarem contas waiting wainting multiprodutos tanto tempo raiz causa interface,1
milani renato rg doc tramite providenciar velocidade eai zc entregue,1
yku incompatíveis ativ micro oi vende total fixo conta conectado,1
casella implantar rogerio referentes ciente pacotes favor,1
pre-pago atualização cadastro solicita oi cliente,2
casella implantar rogerio referentes ciente pacotes favor,2
oss concluídas presas permanecem abertas sistemas encontram ambos precisamos aguardando,2
clarify acesso fora prazo correção contrato grata sac s segue,2
reconhece produto portal linha oi,1
elementos antigo pacotes respectivamente indevidos tarifação arbor remoção solicitada sistêmico,1
código holanda confirmado fizemos retornado adriana queixa conseguir dacc melo,1
adsl/ms/zc travadas unidade oss abrir ars velox sac favor,1
siebelno emanuelle lino rego pdv/rev evidenciada login/tr simular tento escolha,1
mahi cod-pendencia publico fisico preenchido ocs fechamento critica nao,2
albornoz fecarvalho susana lima mary dando bruno ctt usuario nasc,2
aparelho cpf-cnpj usar tambem precisa celular deseja tel permite cadastro,1
tt várias volume vitria espelho s entrou informando informações chamado,1
p felix fabio diferente ddd minutos g fixo correto incluir,1
ubiratan escolhida mb reclamação/solicitação tanto disponibilidade fernandes nogueira ocorrência detalhada,2
testar modem cpe configurar travado instalar ba gerado tratativa ref,2
intermitentemente falha lugar especifico utilizar analise ferramenta momento ocorre usuária,1
reprocessados permaneceram informacoes detalhe maiores vide campo encerramento wfm evidências,2
avor click ação encerrada atividade encerrar aberta f soc conforme,2
amelia ctr sandra sis imsi pre divergente pago sistemas contatos,1
duplicada matrícula exclusão técnico procedimento enviar favor,2
aconchego pousada inativadas ocorreram linhas associadas cf cobranças investigar solicitou,1
douglas resultado borges incentiva costa retorna ferramenta dia ativo desde,2
reins pendencia saída retida pr posto auxiliar impede anatel operadora,1
emissão área comparei elimine exemplificou possibilite reclamam concluí acessos régua,2
pendenciada varias vezes grato gerada tramitou momento permanece velocidade informação,2
operadora tn chagas claro fernando recusada autenticar doadora manualmente seguir,1
ficha valor r investigativa tarifado acordo analisar empresa acessos controle,2
orderid=dit php/ctm_tlmoi_pri_/dit arbpc_c_bifctu group=pfx_bif_proforma application=arb_pre_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,1
parametrizada novo gerar posto parada click soc ba verificar favor,1
macro redesignados tentarem ir analise automaticamente c solicita possui informa,1
falha mudança endereço tela apresenta print realizar tentar stc segue,1
meios linhas migracão contingencia corporativos previsão expirou inativa-los migradas ontem,1
nacilia desqualificado geraçao reduzir mb necessario fone soares araujo porem,2
estandes dinamica promocoes locacoes acessos reclamados equipamentos receberam avançado analisar,1
segmento carteira corporativos empresariais sfa-siebel passado ano limpeza corporativo empresarial,2
php/ctm_tlmoi_pri_/yiu orderid=yiu ics_backlog_os_cobranca_movel_nivel_medio group=pics_controle nodeid=cobprd application=ics alerta controlm=ctm_tlmoi_pri gaap sysout,2
tr revenda hotline executivo proprio pdv canais chamado observação orientação,1
monitora_arquivo_arq php/ctm_tlmoi_pri_/qo orderid=qo group=pcrm_ics nodeid=cobprd application=siebel alerta controlm=ctm_tlmoi_pri gaap sysout,1
sge encerrado cpe travado tramitou ba ref tramitar atualizar circuito,1
cancelado aberto click stc status ba,1
ms/zc oco eai entregue soc ba,1
arbor batimento x pacotes inst_no_comp detectados fevereiro uv instância inconsistência,1
dqx spi resolvem local vite informaram logradouros comprovando passada orientado,2
operadora laís s tiago recusada autenticar doadora vivo manualmente seguir,2
neto carlos acl ferreira eai entregue vencida silva dia aberta,1
dado inválido branco impossibilitando devido tratamento posto ser stc s,1
acessos gontijo advogados associados receberam mendes cadastrados identificamos recarga corretamente,1
conssegue direcionado finalizar concluir cadastro cliente,2
teodoro espelhar gestor colaborador alexandre fernando paulo perfil gde oliveira,2
detalhar pb entrar evidencia verificação posto consegue usuário solicita possui,2
cr/rs afetada operadores impossibilitando conclusão apresentando tratamento operação uf critica,2
geovaldo aperece cliente/cpf mat danubia palno ativações simular braga aparecem,2
city prover bill semana sistêmica pbi identificar erros invalido raiz,1
vqchkg surge seguinte móvel crítica cancelar n titular número flag,1
altamiro site digita segurança nunes receber criar tente indisponível pré,1
registra orientado chip colaborador recebe faz apos chamadas rede aprovisionamento,1
veronica comentário silva barros monteiro fernando junior araujo nome hotmail,2
castro ribeiro gilberto terezinha possui ja e-mail cadastro porem nao,2
coma fechada ba inexistente wfm critica s,2
villela canedo victor afirma efetuou andrade inadimplência verifiquem pagamento faturas,2
external provisionar component instance service fevereiro qr componentes corrigir prezados,1
concluídas solicitações relatórios comparado realidade pernambuco rafaela usado operador volume,2
dificuldade criação clientes portal usuário oi,2
bilhete janela wnrywz portabilidade tt evento receberretornosolicitbilheteportab sequência ea passada,1
walterf ananias joão carmo nada número joao gmail nome lima,1
spm it cmd ia encerramento falha unid fila,2
teixeira autoescoladecisao deyvid gomes caracteres sena nome douglas maior machado,1
mga fez acima operadora digital base portabilidade corrigir cto ativo,1
orderid=ecup prc_step=utcd utcd site=mg pgm_step=step jobid rc odate job cancelamento,2
viabilidade complementos apartamento bloco dentro consultar endereço apareca saliento consultada,2
clientes massivo vários dificuldade afetados criação portal chamado obs cancelar,2
if três conseguir paradas espelho usuária evidência comando chamado crítica,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
siac-sc marcelo subfastve pinto carvalho execucao z encerrar cmr unid,2
desbloqueio acordado bva presente melo filho promessa francisco data realizado,2
anirto executar/cancelar paim pend execucao possamos sisjur tratativa seguir vencida,2
desconto aquisição aplicada marcado aplicado automático oferta possui total fixo,2
tv oi cancelar temos possamos total fixo sisjur inativo serviços,1
vzzds mediante total fora oi prazo protocolo tv fixo titular,2
portabilidade conseqüentemente reativada npac devolvida desativada ativada tim permaneceu bilhete,1
affero lab participacoes associadas gestor faturado sa apurado fatura período,2
north nome/razao atacadista liberaçao pre-pago inicial comercio grato houve registro,1
sge qualificar sac-gfr designar metálico gna liberada par travado ba,2
gurgacz lappe weovl florentina impedir voltou simone ativação nada cont,2
wgvlyx apararece teodosio cardozo telma id-bundle autora impedimento linha processo,2
anexos unidade fora prazo zc ms aberto encontra prezados segue,2
granite cadastrado evidência circuito usuário consta conforme informa contato anexo,2
zerado livia brandao ativou credito saf número fone pms atende,1
futuros evitando doado gvt ocupado atraves problemas grato inserir portado,1
mcl técnicos abril conseguem tramitação usuária tratar localidade evidencia verificação,2
lse jogar apresentando localidade crítica usuário tentar segue informa contato,1
f+bl+tv total pendência oi aberto exclusiva preencher solicitação abaixo contratado,2
waldecir vieira rg doc tramite providenciar eai zc digital entregue,2
coreção ato apresentou gerando gerar solicito erro sistema,1
fechamento critica,1
tentando apresentando voz encerrar evidencia crítica tela stc sistema segue,2
taborda edmilson antunes matricula cc apresentou momento caros correção portabilidade,2
franquia disponibilizada sistêmica empresa analise controle verificado critica acesso possui,2
provisionamento terminais status horas movel confirmando correção altere sylvia líder,2
ingo lemmertz otto colocada obrigatório print rs enviado corridos estado,1
mbf alim clarify escopo retira pvo temos perfil migrar j,2
hskpshg crm lib verificando total ajuste conta conectado contrato pós,1
aberto rita fictício ser nunes oi qualquer atende concluída almeida,1
michiko tsuji intragrupo aplicado ficha acesso período desconto analisar conforme,2
ijb agendar usuária comando verificação print solicita anexo erro,1
depenente/participante surgiu oi existem familia configurar possui titular possivel meio,2
oct normalmente assinatura sisraf cobrado fixa faturas linha plano cliente,1
wainting propensos anatel contas interface oct clientes verificar favor,1
mguduob perdeu caracteristicas bundle dentro evidenciado ot automaticamente conclusão tv,1
retblo rf henrique paulo execucao lima digital souza vencida cmr,1
preechido desejado trocar busca macro automática automaticamente tenta evidencias possível,2
considerar ligaçoes franquia operadoras analisado min vc sistemico faturado devido,1
cancelada ach print continua seguinte instalação aparece aberto tela realizar,1
verifiar processamentos gi tramitando om ordens fila favor,2
php/ctm_tlmoi_pri_/ddsq orderid=ddsq arbtm_c_rel_pdf_fat_canc group=pfx_rec_fiscal application=arb_pos_faturamento nodeid=kenpx alerta controlm=ctm_tlmoi_pri gaap sysout,2
conforma tn voltou apresentar criado ars orientação backoffice físico portado,1
visualiza saulo ident fixo+banda borges dnc forma visto reset procedimento,1
envio aguardando sim_wllpx_bd_wllprd_siebel_volumetria row sec sitescope robo monitor nunes pedidos,1
xnfmr possuímos administrador total entrar apagar oi apresentando fixo critica,2
cabeçalho mostrados gilberto parcial miranda detalhes saldo detalhada acessar reclamação,2
porventura obrigada conseguimos situações descrita assunto logradouro codigo problemas atual,1
dacc log_dacc efetuados cadastros docx zip processos realizados log seguintes,1
bov bov_rrj_ddmmaaaa_os arquivo questionando instaladas verifiquei anexadas fato concluídas canceladas,1
retirada várias histórico ordens corrigir pendente circuito aberto serviço consta,1
mapasoal eniete almeida souza yahoo serviço marcos número pos acessado,2
cppap corresponde persiste finalizar pra aplicação mg abrir atividade campanha,1
arlindo dar verifiquem sisjur velocidade baixa mudança vencida p silva,1
upgrade histórico velocidade configurado correta houve concluído informando alteração verificação,2
reversão solicitante mailings contestação_oi técnico-receptivo-completa-ceará telecomunicações-varejo-telemar varejo-sub_novo-suporte andar/localização anne ellen,1
realiza travada rs procedimento verificação consegue solicita contato cliente,2
sts pendenciar nota técnico df posto consegue,2
autenticaçã dal vagner santo estorno lais conflito inválido daniela autenticação,1
creditos concedido diaria duplicidade judicial urgencia multa trata gerando valor,1
interestadual cooperativas credito central cta bsa ambos df enviada pr,2
benefícios franquia lançada verificado expirado possui conforme investigativa pms histórico,2
tivessem troca vivian fixas bla anteriores deixar cms guimaraes ativas,2
durante ladisla ot_nat_fid_pos_atem_ld_sms cintia caetano julio partir ativação novos apresentado,2
silveira paulusbeto marinalva página número clt roberto paulo nome hotmail,2
gravação lomba pp diniz disponibilizar juliana disponibilizado alega ouvidoria lucia,1
técnico/tarefa tarefa referência automática presa bsa preso df obs circuito,1
orderid=nbbze dfftp prc_step=ufftpfi pgm_step=ft rc=scb site=pcen jobid odate job cancelamento,1
paradas evidência posto click soc ba s verificar anexo favor,1
wainting propensos anatel contas interface oct clientes verificar favor,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
wjscgv relacionado instalação total fixo oi vinculada entretanto configurador família,1
xafweba aprensenta inativar mudinho desmembramento total fixo oi produtos tv,1
aju pegasus bhe eliminado paa sma mcl su retirado rjo,2
tr exemplos ativação feliz osni velox finaliza mega incompativel realiza,2
habilitar fica detalhadamente descrever cancelado grata aparece pedido velox status,1
reagendamento protocolos reagendam tmt reagendado prejudicado voltam reiniciou horário ficando,2
cilene salles darmos katia continuidade fora tratativa peço prazo zc,1
total oi básico pré-pago migrar retenção força b móvel operação,2
cobrando atende automática recarga obrigada anatel cobrado tarde boa cancelado,1
eunice alone andrade ativar mg dados evidencia uf login tr,2
abertura-atualizacao operacao_mon_sim controle_interface_ba traducao eventos interface falha tmapw mais ba,2
compos agrutinaçao acesssos trass permiti clietne desassociar mt fechar solicitou,1
eai/oms enviar pendência gerou retirada obs ba sac,2
wfazo dionathan nicastro dia/tarde/noite alessandra web henrique hs tv pdv,2
php/ctm_tlmoi_pri_/g orderid=g crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,1
atualizar parada t tarefa oms status s,1
atributo conclusão instalado pedido status siebel,2
automaticamente encerrada stc,1
manus correçao/liberaçao eletrica auto adesão registros pre-pago migrou inicial proceder,2
insapoio_abertas_fechadas aqui fechadas dia lista rodrigo oss exemplo atualização telas,2
receber conseguem email senha clientes,1
ac vendas mapa listadas estações oivende liberadas operações estação filial,2
rosicler mantovani ana execução seguir zc terminal/contrato vencida cmr unid,2
ofertado teria citado ficticio onde criado fixo fr tv colocar,2
abertura-atualizacao operacao_mon_sim controle_interface_ba traducao eventos interface falha tmapw mais ba,2
tassiane indicam indica verificações cunha impedimento res batista pdv tc,2
wnhv clicado concluir venda botão temos permanecem total nenhuma oi,1
estvw conta imediatamente total desistente conectado oi pós fixo retornou,2
servico ambos integração categoria processo encerramento wfm tratar fechado informado,1
effectiveenddate is bauer null david apresentam uv julho componentes ciclo,1
encerrada ambos integração categoria wfm tratar fechado informado encerrar nº,2
total recep ret força oi campanha operação ocorreu problema detalhamento,2
estação relaciona eta cbc informa cadastrada cadastrar tenta espelho sistema,1
pr impactando agendamento ba s,2
xcbdqc migraçaõ desmembrada pedindo oi sera total pre-pago mudinho gera,2
solictar conclusao solicitados adicionais campos apresentado anexar detalhadamente descrever abertura,2
bressiani quibao acessos receberam então avançado cadastrados cf benefícios analisar,1
passo setor/célula checklist exemplos anexar afetado impacto encerramento clarify incidente,1
template benefício intra-grupo mkt xml criado beneficio cenário desconto anexar,1
arbor componentes batimento x guia_dados_menos marco detectados torpedo uv instância,1
tcs ro clarify migraram fns cpe cta circuitos abertas enviada,1
soliciatdo dac incluso backoffice débito automático atendimento deseja dias flag,1
visível atualizadas mostrado firefox informações usados mozilla queixa afirma navegadores,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
lenon athilla blundle nilva dessassociar tel expert pdv aparecida cham,2
º pf+pf+enter+enter+enter+pf+velocidade grn mbps+enter+enter+enter+enter+enter+enter+enter+enter+enter+enter+enter+s+enter altcetec tela isenta connect amelia educacao,2
entende serviço matrícula desvinculado detalhe mega acontece profissional dia sistêmica,2
particpante modificado totalmente possível logar domínio ad única inicial telemar,1
sittel requisição pesquisa protocolo ordem erro,1
iniciada continuação investigação insadsl enviado conclusão pendência motivo ars stc,2
dificuldades recebimento reset email senha alteração clientes,2
disponibiliza vendedo solictação eva larissa solicitados adicionais campos apresentado total,1
ev porto clkb concluido tramitou sucesso encerramento parada soc conforme,2
valgoi cobi loss contabilizando tamara matrícula ocorra errada asg norm,1
wxghqv cancelada/osaberta oi surge identificado total fixo meio tv prosseguir,1
instalado xue fixo gerar c cancelar fatura conta acesso houve,1
retdial i rjo retirada critica,2
balan patricia confirmar incorretos dn apresentada costa reset siac senha,2
elaine ms subfastve vieira cristina gerado siac vencida z cmr,1
insagrih pxc verif saraiva venceu coelho henrique paulo fechar siac,2
pdedio desbloqlueio concluam luciana coutinho fernandes aprovisionamento pedido descrição conta,2
método penha boleto rejeitados maia dezembro dacc usos mini martins,2
cnpj nfiscal correto sfa saindo efetuamos fato ccto errado permaneceu,2
ot_mar_nfid_tv_bl_st_ld_bas_sc campanha laoderene disponível battistella charlene nº direcionada borges res,1
hdca desconto tenta apresentando internet comando realizar sac segue informa,1
início fim gerada rjo espelho usuária evidência localidade voz ars,2
locais portifilio ligações exceder cobrando investigar novo solicito possui fatura,2
eder wlrd fixo+tv combate oi total adesão mix hd cli,2
garibaldi municipio reclamada verifiquem j sisjur linha solicitado ocorre gerando,1
fechado ambos integração ja categoria wfm tratar informado encerrar nº,1
srinq ot_ago_ret__pos_ilimoi_gb_fid_bl_ldvc nao dizendo possui velox concluir oi total venda,2
consegue crédito realizar análise família informou vendedor siebel ativação dados,1
audecelio estatus aparecendo loja ferreira detalhadamente descrever atualizar santos migração,2
landim sonia execucao mt acl insfastve consulta eai zc digital,1
provisionamento status horas movel confirmando correção altere sylvia líder sampaio,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
s liberadas eai entregue tarde gerou boa novo oms prezados,2
vêem pendência tramitá offline célula fila bcb mailing ´s trocar,1
associo nova lib tv fica criação impedindo aguardando crm siebel,2
vco surge permitida fixo sisjur ação alerta instalado c pr,2
larga+oi prop tv fixo+banda solicitados resumo sim adicionais net campos,2
hvd telefone sigla seguem informação sac sc móvel localidade voz,2
macro i gulozitos geuar mnc categoria macros vou alimentos cai,1
ocos ms/zc paradas abertas s fila click soc ba sac,2
reisntalaçao leir alinha crf correçao elias mendes linha telas mg,2
agradecemos linha reativada devolvida desativada ativada apoio permaneceu portanto desativar,2
nogutii reintalação kazuo cgsc reinstalar logradouro estacao cta problemas atual,2
junior pontos incentiva araujo pe antonio incluir programa ferramenta prezados,2
tab-combos existência investigado fastve serviço obrigatório pbi verificamos prezado proceder,2
soluções primesys empresariais eild sa facilidades sac-gfr atualizou executada desativação,1
uva retinsmud eai entregue verificar terminal erro favor,2
cadastra indisponivel alison-pg alison lima tres roberta site siqueira serviço,1
incorretamente aplicado diferente desconto analise cadastrado verificado,2
edilca vendaconjuntar viabilidade demilson operações att pdv barbosa acessado menu,2
desatribuíção bilhete clickprd funcionário oco comprometendo produtividade atividade erroneamente cód,2
pae demais sistemas encerrada sac clarify circuito aberta oms ddd,1
estao master inativos ativas instancias analisar pacotes contas anexo favor,2
rojas goncalez ok recl dnc marcos dados inválidos obrigada visto,1
nadir sanches pendenciado pendencias brito pendências omr finalizar liberação aberto,1
vias clarice protocolo normais siqueira alves associado oliveira fechado chamado,1
proposta reavaliar s_escl_log envio registrou saída aprovada criada investigado crédito,2
ouvidoria braz pendenciada cancelar vitor total daniel oi canal temos,1
internet planos de_para relatório low total high medium sp_adesao_campanha respectivamente,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,1
tt´s fique aberto situação concluído preciso status fechado segue tt,2
lgfvzx total oi branco vinculado sinn tv fixo conectado titular,2
bônus expirada análises encontra profissional pms g empresa ferramenta recebeu,2
inscorins gna enviada go tratar cnpj ordem,2
vtyok simetria manuela john consistentes oliveira associando teles uf/nome vendedor,2
dg tramitar posto tentar stc segue informa contato anexo erro,2
fereveiro ttl uzcngi rosilane tv start instalaçao oi trocar cunha,2
xbzi lembrar vale comunicação vendedora loja possui apagar produtos fixa,1
emrj sinais acionou vargas bloqueados desbloquear confiança gpon iptv ouvidoria,2
ficava dependente taxa fazia logo inativava troca falhas titular seguintes,2
orderid=rx php/ctm_tlmoi_pri_/rx crmbat_chama_procedure_tv group=pcrm_ics_oitv nodeid=crmoibatd application=siebel controlm=ctm_tlmoi_pri gaap sysout http,2
campanha vendendo ipc_ret_aq_pai cargo/login venda rentabilização mobilidade operação incluído verificado,2
php/ctm_tlmoi_pri_/ypww orderid=ypww crmpubsp_connect group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,2
wrgpj ferron importar louise rafaela brandao pdv/vendedor cunha ce acessado,1
atendente ic alterado arbor ä afetado pinto bmc_application adicionado k,1
vlsevp odilon inacio vendedor albuquerque luciana sistemico completa es tv,2
fixo+moveloi+bandalarga wevpfp composição total oi troca possivel velocidade internet pacote,2
expert oou concertado bando apagar antenor cpf/cliente deixou reclamando bueno,2
rápido claudia sousa n° executando sisjur execução protocolo reclamado reclamante,2
americo faria token validar rodrigo cpf/cnpj técnico conseguindo site concluir,2
sge encerrado l gna travado tramitou ba ref tramitar go,2
pacote mauricio promocional recado miranda março torpedo postal miniciclo caixa,2
ot_nat_fid_pos_mb_atem_ld_sms mb pdv/oferta internet joão televendas pendente pcs nível ate,1
somente ass especial par migrar empresa acessos mb dados plano,2
poe clit temporariamente joão confirmação dá adicionar aparecida indisponível paulo,2
cjvps bundle características f+pc+bl evidenciado fixo retornou recebeu conclusão liberação,2
estah afetando fibra cco-st ha tmapw h pedido mais siebel,2
ezai ezae error crtd file apps/cms/imserver/im b/instances/im/inputfiles transferred second left,1
imsi imsivalidationnotmandatory numericos caracter excecao caracteres internacional menos roaming reg,2
expirado ura exemplos mackenzie humano cadastro lapa prazo conseqüência deriva,1
sompxa interno omr processamento clientes afetando fibra cco-st ha pedido,1
verrificar clka concluido fechada origem permanece posto porem click soc,2
pdwy wy sgo armário cabo reservada utilizado solicitando estação facilidade,1
pjiah dependete total conectado pós fixo retornou conta oi provisionamento,2
sge encerrado bsa travado tramitou ba ref df tramitar atualizar,1
dk parado reparo informou gerado código protocolo wfm fechado posto,2
informou procedimento efetuar evidência p verificação posto parada consegue solicita,1
acometida cfme archanjo theodoro gabriel leal tentado aguardo mix venda,1
enedino passo sandracallado confirmaçao jacilene anjo nilda ig anjos número,2
logar reparo gde verificação mensagem apresenta solicita informa contato anexo,2
motopecasmachado esqueceu etapa chega vera francisca automatico lucia número debito,2
criação falha cancelamento stc,1
desassociada ars_xx causando fd encontra tela ativado acn erros light,2
bp auxiliar laís autenticação tiago doadora vivo tn incidente abaixo,2
terminal/dependente voie surgiu total fixo oi estar informando c ddd,1
bgtc marcos legado cruz pdv cham jose tel retorno tv,1
php/ctm_tlmoi_pri_/z orderid=z crmshlsp group=prep_daily application=siebelreport nodeid=crm-job controlm=ctm_tlmoi_pri gaap sysout http,2
rpbnam retornou conclusão bundle tv prosseguir crm oi total fixo,1
portfolio disponível aplicação tenta campanha alteração porem velox realizar sistema,1
repassada comprobatória oitv duvidas desbloquear bloqueada paga light total entrar,2
benfica mariana pendencias fechadas ramos pedido omr acima status envio,1
marton milena gislaine zeradas equipamentos remoção vencimento faturas cliente pedido,1
ordem informação peço encerrar posto serviço desde,1
yeut cassia aguardar rita informe combo andamento básico necessário conclusão,1
componentes demais henriqueta alvarenga alterou juntamente março teixeira pró-forma fatura,1
wainting propensos ação anatel contas interface clientes verificar favor,1
aegndamento ith santi conclu luana pendenciada farias retinsmud nrc correto,2
santander s brasil banco podem tramitou pendência tarde boa oms,2
fundicao estrela aea smb faz epp parte j tentativa sac,1
wstlp pa clt finalizar enviar possivel solicitou sinn tv concluir,1
produtor preechemos proseguindo sequencia parece combo durante disponibilidade inicial duas,1
surudaik oiofc flavia baixo registrado pre ajudar martins pago registro,2
pbi identificar erros origem casos ceasing valid cmf_package_component found tratamento,2
mco recomendar cancelados ins deixa cpe ordem stc,1
arbor batimento x acc_pack_dupl duplicados marco detectados desativar qr inconsistência,2
sac/acl bertoti peu sidinei verif inf sac/aa mudla venceu tramita,2
conc´luída permanece sucesso atividade encerrar evidências aberta click soc sac,2
xlsx desativação oss dias atualizar crm t tarefa ars consta,1
indicador fechada wfm sls retirada instalação hoje continua mudança verificação,2
librelon débito jessica resetar automatico confira digitar inválido tente debito,1
canceladas aba bas lado tarde boa cancelar evidências sac segue,2
brt status envio atualização bloqueio evidencias pedido consta solicita abaixo,2
arbor batimento x acct_comp_dupl duplicados detectados julho qr inconsistência componentes,2
indisponível clientes portal fatura oi,1
serint aperta usa faturado nao email abrir comando informações informa,1
montar topologia tratado ro filial travado tramitou ref obs circuito,2
receptora naura bsa filha verif portabilidade alteracao provisório francisca subnum,2
sabre carregados mostrando catarina mes santa abril verificação dia solicita,1
reportando netwin viabilidade espelho evidência ars sistema informa siebel contato,1
gb celular murilo internet bem marcio beneficio agosto freitas componentes,2
linhas reclamadas presente canceladas ex período contas interface cobrança gerando,1
ogpya lgiyh original_id arbor langer mssidn original_ids mssisdn no_inst cujo,1
lupa insere assumir ga mensagens clica aparecem permitido momento informa,1
prorrogação debitos apos diaria vencimento judicial urgencia bloqueado multa trata,1
application name order obtem_agendamentos nzps prep_control crmctl s siebelreport control-m,2
venc avulsa fatura sms teve cobrança msisdn nº conta anexo,1
gera anexar arquivo conseguindo usuária verificação solicita móvel informa siebel,1
luiza robson machado central qualquer validação nasc solicitante reset atendimento,2
associado ars_xx encontramos associar seria número tratconv stc ok informação,2
svrkm alterações constando bundle migrado f+pc+bl impedindo liberar conclusão continua,2
levantamentos no_bill sr pagamento solicitado e-mail aberta ars conforme s,2
servico ambos integração categoria processo encerramento wfm tratar fechado voz,1
callippo wrjxszi total oi possui ficou provisionamento movel fixo conta,1
client libera lib agendamento espelho aguardando sinn crm chamado contrato,2
convesor eth testar modem cta configurar instalar técnico pr parada,1
prepago volumetria chips ativacao dsa processamento erros estah cco-st tmapw,2
parceiro wkzuv teolfeu patrocinio ingrid progressao ativaçao neto moraes ot,2
wiucl adicional ponto total oi inexistente gerando sinn cadastrado tv,2
apurados miscelâneos contestação pronta procedente possível modo ficam apurar itens,1
click fechados proceder ba inexistente integração encerramento wfm evidência stc,2
retenção consiguimos b total configurar apagar oi movel aguardando operação,2
roth ctr roberto carlos fora prazo contatos correção grata aberto,2
porta retornado livrs estado dslam objectel portas cgs subfastve indevido,1
bloqueio gossmann sac/acx residencial assinatura manutenção porto taxa viviane mensal,1
tradução clke liberar precisamos abrir falha atividade fila ars soc,2
atendente alterado ic ä afetado seção alice arbor gomes mensagens,2
xepef seviço existe incompatível colocar velox total fixo oi serviço,2
reservada facilidade informação terminais retirada prezados solicita anexo cliente,1
sge pendenciado modem gna travado instalar tramitou ref tramitar go,2
mudança franco adicionar pedido paula faturamento ação gerado solicitou bloqueio,2
